Country Name,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Arab League states,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean small states,Cayman Islands,Central African Republic,Central Europe and the Baltics,Chad,Channel Islands,Chile,China,China and India,Colombia,Comoros,Congo,"Congo, Dem. Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Czechoslovakia,Dem. People's Rep. Korea,Denmark,Djibouti,Dominica,Dominican Republic,Early-demographic dividend,East Asia & Pacific,East Asia & Pacific (all income levels),East Asia & Pacific (IDA & IBRD),East Asia and the Pacific (IFC classification),EASTERN EUROPE,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Euro area,Europe & Central Asia,Europe & Central Asia (all income levels),Europe & Central Asia (IDA & IBRD),Europe and Central Asia (IFC classification),European Community,European Union,Faeroe Islands,Fiji,Finland,Fragile and conflict affected situations,France,French Guiana,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Heavily indebted poor countries (HIPC),High income,High income: nonOECD,High income: OECD,Honduras,"Hong Kong SAR, China",Hungary,IBRD only,Iceland,IDA & IBRD total,IDA blend,IDA only,IDA total,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Korea,Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Late-demographic dividend,Latin America & Caribbean,Latin America & Caribbean (all income levels),Latin America & Caribbean (IDA & IBRD),Latin America and the Caribbean (IFC classification),Latvia,Least developed countries: UN classification,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low & middle income,Low income,"Low income, excluding China and India",Lower middle income,Low-income Africa,Luxembourg,"Macao SAR, China",Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Middle East & North Africa,Middle East & North Africa (all income levels),Middle East & North Africa (IDA & IBRD),Middle East (developing only),Middle East and North Africa (IFC classification),Middle income,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North America,Northern Mariana Islands,Norway,OECD members,Oman,Other low-income,Other small states,Pacific island small states,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Post-demographic dividend,Pre-demographic dividend,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Serbia and Montenegro,Severely Indebted,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Small states,Solomon Islands,Somalia,South Africa,South Asia,South Asia (IDA & IBRD),South Asia (IFC classification),South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sub-Saharan Africa,Sub-Saharan Africa (all income levels),SUB-SAHARAN AFRICA (excl. Nigeria),Sub-Saharan Africa (IDA & IBRD),Sub-Saharan Africa (IFC classification),Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,"Taiwan, China",Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Virgin Islands,West Bank and Gaza,World,Yemen,"Yemen, PDR",Zambia,Zimbabwe,,,,Data from database: WDI Database Archives (beta),Last Updated: 02/22/2019
1980 [YR1980],1760.16,5170.47,66519.38,,,5346.486,143.013,508535.643865904,108737.551,,,220746.066,52306.088,,7990.393,7887.717,7638.361,674.728,,135301.299,190.684,517.047,436.373,22.002,4668.091,,986.423,187090.34,29.336,6882.959,77487.377,432.706,146.68,286.026,3905.355,443233.957,121.011,38837.197,161.348,106.343,1200252.1758155,209.019,,25265.63,1467192.369,,44356.032,47.671,407.037,3501.985,2464.224,6222.899,,31400.521,,3208.625,,,,60369.821,348.365,36.67,6457.587,1938021.64054968,1725480.04430053,3193797.44890909,1700195.55013436,,,13443.222,45239.779,2134.194,58.672,,,1822.499,,,,,,,4518359.14964319,421.705,795.739,58246.628,149735.453588603,505363.938,,293.36,6633.603,157.681,,,2559.566,88.008,51429.675,564.718,47.671,,,4510.41,964.421,146.68,1789.496,751.735,60007.2903287671,11250071.7147916,,,2057.187,16662.848,86860.229,6370142.24458338,1866.503,6710905.93764478,236502.922030744,106616.959342467,340334.171252807,314016.211,94784.616,120900.99,45558.808,26255.72,,21147.589,388969.691,8452.435,947571.135,4726.763,,6197.23,29.336,134868.593,,24675.243,,187.017,4489834.45416908,699271.231,881401.138259152,827968.263000001,,,61964.7735434955,6178.895,,2042.519,26904.779,,,6000594.00861429,106507.090369273,,1133300.98941733,,11026.669,528.048,,1617.147,711.398,27997.545,44.004,392.369,1023.093,,,630.724,590.387,,268453.736,,366140.912369689,646347.304890195,365937.264,,,5893907.12207932,,,6879.292,,15944.116,3208.625,5526.169,,124.678,542.716,177508.469,,2002.182,17458.587,2027.851,572.052,68154.862,5166880.007,,38052.459,10991085.4676787,6046.883,,62754.204428727,1552.42097384392,32067.915,157.681,3124.284,1829.833,1492.469,24121.526,37000.03,464575.897,26985.453,10933816.3883138,171548.824946018,,13098.524,,196617.206,,495.045,99.009,,40.337,169404.399,3351.638,,,,95.342,608.722,31433.524,,,,107498.819631769,102.676,814.074,228454.1,359501.679,359501.679,,,215003.544,3410.31,51.338,113.677,,36.67,378403.871154862,378496.90969957,,378496.90969957,,3747.674,2372.549,465.709,71759.523,40538.685,20802.891,,,1884.838,40135.315,,718.732,40.337,16937.873,9493.863,75763.887,,,,627.057,,36904.688,579290.658,4723209.677,4752500.50957384,5837.864,,62.339,90802.254,16820.529,,,19324327.264,3318.635,,3531.321,9636.876,,,,,
1981 [YR1981],1983.847,7341.334,46438.888,,,5280.48,106.343,497257.924104816,102041.609,,,230360.94,56130.769,,2801.588,8525.775,7931.721,685.729,,124021.607,183.35,429.039,388.702,25.669,4792.769,,1008.425,171806.284,44.004,1470.467,80343.97,557.384,157.681,300.694,5342.819,430003.421,33.003,32566.627,154.014,135.679,1127030.11279041,209.019,,24554.232,1451501.276,,44458.708,47.671,473.043,3777.01,2251.538,4466.406,,32749.977,,3047.277,,,,51789.041,300.694,36.67,6167.894,2012198.92047216,1714592.619388,3161341.91927785,1689468.6602098,,,16692.184,50978.634,1833.5,69.673,,,1866.503,,,,,,,4266013.11646652,440.04,1081.765,51510.349,142172.366628096,454700.666,,330.03,6574.931,157.681,,,3047.277,51.338,50721.944,528.048,58.672,,,3967.694,990.09,143.013,1800.497,766.403,58906.9893972603,10792547.2453127,,,1822.499,18690.699,86618.207,6313700.89101885,1752.826,6663220.88494221,239317.076980256,111780.718742079,349458.824838207,338838.134,100160.438,112899.596,32122.92,26039.367,,21213.595,378020.029,7414.674,929606.502,5863.533,,6527.26,29.336,139742.036,,25214.292,,150.347,4335025.27043336,703099.579,872563.56248961,823083.819,,,61741.282661988,6351.244,,1939.843,28811.619,,,6049863.71146837,115723.868135636,,1190616.35694893,,9427.857,535.382,,1026.76,605.055,30824.802,47.671,396.036,1144.104,,,663.727,542.716,,284529.864,,340516.331922459,627866.614072733,340326.936,,,5934760.84964954,,,6644.604,,15856.108,2489.893,5639.846,,124.678,454.708,164956.328,,1393.46,16527.169,2141.528,685.729,65958.329,4966192.431,,40329.666,10581807.6904415,6017.547,,55012.5544191113,1903.22779130995,34400.127,157.681,3340.637,1932.509,1389.793,24103.191,34664.151,410062.275,27227.475,10538741.5933872,154104.638829079,,12860.169,,198153.679,,601.388,102.676,,44.004,175491.619,3296.633,,,,99.009,693.063,26849.774,,,,92974.7433024809,135.679,275.025,257368.395,387715.577,387715.577,,,207288.176,4033.7,55.005,95.342,,36.67,404035.280330274,404131.787825378,,404131.787825378,,3641.331,2031.518,436.373,69430.978,38859.199,26637.088,,,2123.193,38048.792,,627.057,47.671,17260.569,9834.894,79874.594,,,,528.048,,36857.017,560819.979,4535800.308,4738142.39964527,5375.822,,51.338,91968.36,17726.278,,,18726246.898,4231.718,,3366.306,9435.191,,,,,
1982 [YR1982],2101.191,7308.331,39269.903,,,4649.756,293.36,476720.293908793,103424.068,,,234119.615,53868.23,,2262.539,9838.561,8599.115,645.392,,117553.019,172.349,491.378,396.036,33.003,4349.062,,1100.1,172176.651,36.67,2093.857,90131.193,575.719,157.681,337.364,6343.91,414811.04,36.67,31620.541,161.348,143.013,1155830.57765582,205.352,,20615.874,1580260.647,,45914.507,47.671,1345.789,3072.946,2086.523,6109.222,,34554.141,,3102.282,,,,53695.881,348.365,40.337,6340.243,2102818.9271366,1851104.1779067,3279927.00974151,1823967.35695614,,,19288.42,56523.138,1767.494,73.34,,,1481.468,,,,,,,4171917.1050012,458.375,839.743,43083.583,142768.453301188,436893.714,,337.364,6556.596,161.348,,,3043.61,22.002,52148.407,517.047,62.339,,,3626.663,982.756,143.013,1404.461,825.075,60208.0209041096,10393658.3393711,,,1763.827,19702.791,86871.23,6678105.14604261,1598.812,7031760.19765755,243357.399443483,111929.631226886,353093.849437269,349637.449,105407.915,138007.545,30623.117,25547.989,,24081.189,369681.271,6219.232,900200.829,6292.572,,4693.76,25.669,141905.566,,21169.591,,157.681,4554330.10015155,728016.844,895502.543909964,844455.095000001,,,62242.2104998497,6112.889,,601.388,30762.463,,,6416787.62885145,110670.727142578,,1236395.44222294,,8859.472,484.044,,1015.759,594.054,30571.779,47.671,366.7,1312.786,,,883.747,502.379,,304837.71,,365164.947535931,634634.55265118,364961.842,,,6305614.62423361,,,6761.948,,17058.884,2541.231,5599.509,,124.678,443.707,134322.21,,1265.115,18239.658,2115.859,748.068,65602.63,4721955.563,,41052.065,10230584.5412882,5735.188,,57291.3677802014,1625.00169469896,37385.065,157.681,3292.966,1947.177,1367.791,23670.485,34997.848,422211.046,29255.326,10135284.4578342,152280.605654648,,12354.123,,195773.796,,608.722,113.677,,47.671,158091.704,3054.611,,,,84.341,553.717,29750.371,,,,93472.3360920428,121.011,718.732,280749.187,402746.61,402746.61,,,209906.414,4499.409,66.006,113.677,,40.337,426376.221060861,426457.618956291,,426457.618956291,,3828.348,1873.837,436.373,62291.329,36629.663,24488.226,,,2167.197,37909.446,,733.4,44.004,18426.675,9526.866,86988.574,,,,546.383,,36871.685,548520.861,4306748.487,5061592.2791097,4873.443,,51.338,93405.824,18382.671,,,18562354,5947.874,,3520.32,8811.801,,,,,
1983 [YR1983],2522.896,7631.027,52625.117,,,5115.465,84.341,508407.237817876,105213.564,,,225003.453,51983.392,,2016.85,8228.748,8236.082,685.729,,101630.905,172.349,454.708,451.041,29.336,4290.39,,1030.427,166632.147,40.337,2706.246,90365.881,594.054,205.352,366.7,6589.599,408687.15,36.67,28639.27,168.682,146.68,1166616.09050712,205.352,,20839.561,1667029.201,,49449.495,47.671,1144.104,4026.366,2104.858,4840.44,,30843.137,,3098.615,,,,50175.561,348.365,40.337,7913.386,2158703.38448115,1952649.42202255,3379308.41184069,1924015.31730889,,,19556.111,57091.523,1903.173,62.339,,,1844.501,,,,,,,4111986.35065234,487.711,715.065,41576.446,157757.944927736,422603.415,,421.705,5518.835,161.348,,,3655.999,36.67,55544.049,363.033,62.339,,,3179.289,953.42,143.013,1246.78,894.748,60598.3303561644,10370513.6920414,,,2002.182,21015.577,89137.436,6911877.56258336,1547.474,7271048.93977999,241896.719017308,116940.098362727,358378.045322247,378669.088,104956.874,149785.949,38749.189,25709.337,,23938.176,361364.515,6450.253,883838.675,7363.336,,4660.757,22.002,150904.384,,21609.631,,179.683,4729018.07888187,693679.056,859240.191099891,812640.203,,,64207.3889406919,7319.332,,711.398,30414.098,,,6659560.57692819,122284.750323875,,1285628.32745636,,8291.087,682.062,,652.726,575.719,37971.785,51.338,418.038,997.424,,,938.752,597.721,,278442.644,,407314.887423928,677289.072862662,407088.338,,,6537468.79369459,,,6996.636,,17795.951,1976.513,5775.525,,124.678,495.045,138256.901,,1155.105,17964.633,2002.182,964.421,59929.781,4751016.538,,37498.742,10166343.0278956,7532.018,,52096.9364005341,1516.1306134164,40303.997,157.681,3494.651,2009.516,1415.462,20450.859,35415.886,422339.391,30179.41,10096590.6616157,154534.482712397,,11268.691,,200562.898,,696.73,113.677,,55.005,161050.973,2632.906,,,,99.009,689.396,34997.848,,,,84895.9018794995,143.013,935.085,292230.564,435192.226,435192.226,,,204867.956,4884.444,51.338,102.676,,47.671,433165.603915342,433261.823575716,,433261.823575715,,3909.022,1375.125,271.358,58297.966,40069.309,27960.875,,,2218.535,42452.859,,546.383,47.671,16303.482,11305.361,90541.897,,,,616.056,,35342.546,545741.275,4341878.347,5244097.80224423,3817.347,,55.005,93101.463,19317.756,,,18484356.91,6329.242,,3270.964,10461.951,,,,,
1984 [YR1984],2830.924,7825.378,71103.13,,,5009.122,146.68,554637.08385219,106522.683,,,236594.84,54550.292,,1855.502,9207.837,9123.496,748.068,,105422.583,172.349,502.379,443.707,51.338,4041.034,,1045.095,168806.678,40.337,1917.841,87366.275,465.709,220.02,410.704,6057.884,425595.687,84.341,28899.627,183.35,150.347,1165133.94884985,216.353,,22200.018,1814908.31,,48980.119,47.671,1140.437,3964.027,2002.182,5405.158,,32603.297,,3182.956,,,,50861.29,352.032,44.004,7444.01,2234946.60475377,2104261.93194985,3613904.52075003,2073392.30206341,,,21257.599,63838.803,1606.146,80.674,,,1664.818,,,,,,,4084428.69685839,498.712,583.053,42254.841,163513.788216958,405342.846,,458.375,5995.545,172.349,,,2581.568,33.003,57054.853,568.385,62.339,,,3421.311,979.089,161.348,1404.461,913.083,58728.5622191781,10647741.6864182,,,1987.514,22346.698,90853.592,7236114.18503804,1815.165,7621925.68683382,260905.665664366,125165.323258802,385284.075125349,388118.947,112184.531,150658.695,40204.988,25529.654,,23743.825,367649.753,5144.801,940130.792,8353.426,,4319.726,22.002,163911.233,,28367.912,,183.35,5007732.28265337,696509.98,865058.696124236,816695.905,,,66476.9773753116,7051.641,,700.397,28624.602,,,7001729.69577548,132649.68247318,,1329051.74404009,,8929.145,605.055,,869.079,557.384,34697.154,58.672,436.373,1364.124,,,872.746,627.057,,277624.903,,440057.406884276,725247.896155139,439812.646,,,6869675.45516339,,,6450.253,,17814.286,1536.473,6571.264,,124.678,704.064,145055.519,,1206.443,19295.754,1851.835,993.757,69625.329,4901231.526,,40458.011,10427788.9581548,8060.066,,55944.0785875015,1370.96917170632,42856.229,157.681,2882.262,2046.186,1496.136,20692.881,30993.484,433894.108,29064.642,10355342.8196272,165172.184381309,,12332.121,,189272.205,,634.391,113.677,,51.338,155715.488,3307.634,,,,99.009,616.056,33402.703,,,,88491.7139248242,143.013,715.065,315948.72,447627.023,447627.023,,,198953.085,3883.353,51.338,113.677,,66.006,464797.279078376,464893.186188336,,464893.186188336,,3505.652,1554.808,333.697,57333.545,39174.561,33091.008,,,2368.882,45973.179,,608.722,47.671,17535.594,11547.383,95796.708,,,,583.053,,46394.884,529335.117,4475192.132,5531531.01508092,3450.647,,55.005,93218.807,17550.262,,,19145865.375,7172.652,,2819.923,9922.902,,,,,
1985 [YR1985],3509.319,7880.383,72786.283,,,4701.094,249.356,586804.633255321,100596.811,,,241229.928,54700.639,,1510.804,10194.26,10234.597,847.077,,104472.83,190.684,744.401,451.041,62.339,4125.375,,1158.772,181248.809,47.671,2596.236,89540.806,476.71,231.021,418.038,6475.922,422079.034,84.341,31972.573,190.684,161.348,1186219.81307471,179.683,,21503.288,1966553.428,,48378.731,47.671,1279.783,3641.331,2266.206,7326.666,,32577.628,,3102.282,,,,60072.794,359.366,47.671,7293.663,2354466.65012223,2275308.03007145,3782659.9415098,2241919.99423195,,,19431.433,63937.812,1987.514,66.006,,,1815.165,,,,,,,4189511.40724439,517.047,579.386,49665.848,173442.238217825,400880.107,,586.72,6318.241,172.349,,,3325.969,44.004,60600.842,509.713,62.339,,,3523.987,993.757,172.349,1419.129,942.419,62553.5948493151,10759652.5262753,,,1906.84,23014.092,86104.827,7671078.4208397,1628.148,8072921.67164552,274815.631557667,128182.990965615,401062.478604792,426673.785,121245.688,160768.614,44675.061,26725.096,,24869.594,372134.494,5045.792,915396.877,8540.443,,3769.676,22.002,178333.544,,29159.984,,201.685,5345542.95351993,725075.91,890060.026734281,841580.167,,,69536.4904773286,8056.399,,722.399,31418.856,,,7454067.37811102,130006.403976187,,1426944.83314614,,9167.5,733.4,,1056.096,557.384,36237.294,66.006,407.037,1199.109,,,656.393,707.731,,288501.225,,458912.607187586,767990.454592032,458657.359,,,7323616.53165301,,,9028.154,,17865.624,1147.771,6710.61,,124.678,678.395,147948.782,,1455.799,21803.982,1991.181,997.424,69893.02,4915085.452,,40714.701,10540051.3192992,8661.454,,58822.8566672158,1451.61441710081,47175.955,161.348,2629.239,2126.86,1551.141,19512.107,28048.883,445899.866,27407.158,10437311.7645509,171870.273415283,,12405.461,,194343.666,,616.056,113.677,,55.005,172653.361,2676.91,,,,150.347,663.727,33417.371,,,,95087.1655223191,150.347,858.078,324214.138,492357.089,492357.089,,,201233.959,3956.693,51.338,128.345,,66.006,476503.753353234,476651.655768622,,476651.655768622,,4074.037,1598.812,440.04,62394.005,39827.287,29651.362,,,2357.881,48672.091,,550.05,47.671,20755.22,11939.752,106717.034,,,,619.723,,49926.205,559855.558,4492555.377,5887417.91441937,3296.633,,121.011,101278.873,21165.924,,,19719241.162,8657.787,,2753.917,10263.933,,,,,
1986 [YR1986],3142.619,8056.399,76277.267,,,4660.757,249.356,648157.043003105,104212.473,,179.683,239964.813,54080.916,,1411.795,11012.001,11463.042,916.75,,102874.018,205.352,685.729,421.705,55.005,3777.01,,1067.097,198883.412,55.005,2299.209,91528.32,480.377,234.688,432.706,1994.848,405053.153,58.672,27894.869,201.685,161.348,1207582.91242971,187.017,,22247.689,2068969.071,,49101.13,44.004,1067.097,3377.307,2607.237,5966.209,,33567.718,,3545.989,,,,58903.021,377.701,47.671,8181.077,2473250.51152263,2388444.19424803,3913007.9855406,2353387.96662745,,,15276.722,74564.778,1991.181,80.674,,,2214.868,,,,,,,4179574.02897713,491.378,605.055,53329.181,181263.502845659,385614.386,,605.055,4968.785,161.348,,,3047.277,40.337,59130.375,326.363,66.006,,,3700.003,997.424,183.35,1045.095,843.41,55293.8390410959,10800749.4265939,,,1848.168,25698.336,83537.927,7996779.40188989,1785.829,8407514.09774161,283981.736250362,128796.160020701,409667.842961754,457571.927,121740.733,148399.823,47751.674,28525.593,,26626.087,366454.311,4550.747,915334.538,9281.177,,4162.045,18.335,182451.585,,35320.544,,209.019,5594126.05784128,757514.192,923999.444716975,874033.117,,,70122.1907185207,7759.372,,729.733,34059.096,,,7787657.42280033,136642.988651214,,1503660.519766,,9009.819,876.413,,1140.437,553.717,39984.968,80.674,381.368,1485.135,,,374.034,799.406,,294559.109,,469299.66148972,819048.957070844,469038.636,,,7650628.81129117,,,9673.546,,18881.383,982.756,6791.284,,161.348,704.064,145095.856,,1404.461,22893.081,2262.539,902.082,73505.015,4900938.166,,47076.946,10539981.8955036,9875.231,,60243.8257376415,1451.61441710081,49453.162,161.348,2753.917,2064.521,1664.818,21847.986,29207.655,453369.545,30520.441,10412870.5778391,172281.428434109,,13296.542,,202147.042,,597.721,113.677,,51.338,204878.957,2662.242,,,,165.015,674.728,35027.184,,,,91134.5888354218,154.014,924.084,330855.075,526174.163,526174.163,,,190467.647,3703.67,58.672,132.012,,66.006,482533.797335831,482696.52901914,,482696.529019139,,4250.053,1760.16,458.375,62038.306,42295.178,31352.85,,,2299.209,49702.518,,707.731,47.671,17385.247,12064.43,116881.958,,,,704.064,,47234.627,568777.369,4495463.308,6137868.9723083,3179.289,,58.672,109529.623,23091.099,,,20315356.016,8269.085,,2889.596,13127.86,,,,,
1987 [YR1987],3124.284,7444.01,84120.98,,,5815.862,275.025,649426.428506467,114942.115,,447.374,256106.947,57744.249,,1422.796,11430.039,11862.745,942.419,,103116.04,227.354,539.049,572.052,102.676,4030.033,,1239.446,207530.198,62.339,3318.635,91634.663,517.047,249.356,436.373,1844.501,431349.21,80.674,29240.658,216.353,260.357,1241032.39716973,198.018,,22673.061,2209708.531,,50487.256,47.671,1323.787,3854.017,2757.584,7682.365,,33952.753,,4121.708,,,,58341.97,388.702,47.671,9754.22,2573525.70583092,2546786.43554007,4093944.87805174,2509395.45291482,,,15115.374,74810.467,2449.556,99.009,,,2581.568,,,,,,,4258989.94060801,498.712,476.71,57656.241,193302.934949961,377491.981,,608.722,4022.699,179.683,,,3285.632,47.671,63472.103,234.688,73.34,,,3993.363,993.757,194.351,1309.119,913.083,61393.8181917808,11106640.4707123,,,2174.531,28272.57,84436.342,8433108.5304202,1851.835,8850849.47745286,273730.171791426,140463.891183184,416138.985654589,488481.07,123372.548,159573.172,52881.807,30197.745,,27385.156,383670.876,5383.156,905734.332,9662.545,,5174.137,22.002,192660.513,,31470.194,,209.019,5904979.34745856,790634.536,970270.319475681,918909.863,,,73613.2724193109,7968.391,,766.403,32566.627,,,8208106.30951398,151575.304170024,,1563957.37273265,,8668.788,971.755,,1287.117,546.383,40762.372,80.674,359.366,1855.502,,,3285.632,931.418,,307356.939,,499026.229471314,830537.94548694,498748.67,,,8056851.13746186,,,10586.629,,20117.162,982.756,4976.119,,157.681,872.746,152569.202,,1459.466,24110.525,2438.555,1001.091,59343.061,5120294.439,,40707.367,10874996.6302741,9464.527,,60470.1282192279,1314.51749993018,53534.533,161.348,3201.291,2335.879,1892.172,25782.677,32683.971,465353.301,31536.2,10725209.2157031,169691.151815502,,11499.712,,212165.286,,616.056,113.677,,51.338,190706.002,2453.223,,,,201.685,498.712,32599.63,,,,92899.6349568866,161.348,993.757,329025.242,562132.765,562132.765,,,190878.351,4074.037,55.005,146.68,,77.007,475033.464851304,475233.49277081,,475233.49277081,,3351.638,1760.16,436.373,59717.095,40252.659,36226.293,,,2390.884,56944.843,,766.403,55.005,17520.926,11749.068,129907.142,,,,770.07,,47693.002,571868.65,4688373.177,6482457.96446348,3560.657,,47.671,110981.755,25969.694,,,20817151.963,8683.456,,2702.579,15240.052,,,,,
1988 [YR1988],2867.594,7326.666,83948.631,,,5130.133,286.026,688300.44236089,121473.042,,612.389,261145.405,53340.182,,1540.14,12163.439,13545.898,946.086,,100354.789,249.356,553.717,645.392,110.01,4308.725,,1301.785,209363.698,66.006,5716.853,87289.268,553.717,227.354,451.041,2200.2,456053.789,73.34,27146.801,223.687,231.021,1198460.81035923,66.006,,26926.781,2369501.723,,52445.434,51.338,1499.803,4019.032,2940.934,9160.166,,35635.906,,4129.042,,,,55107.676,348.365,55.005,9834.894,2700345.92101872,2732538.93223584,4421226.09811271,2692431.03449928,,,17271.57,74531.775,2471.558,106.343,,,2673.243,,,,,,,4202996.7360378,528.048,553.717,52185.077,217317.254741733,372207.834,,572.052,4334.394,183.35,,,3450.647,69.673,67989.847,546.383,95.342,,,4125.375,1026.76,216.353,1404.461,1023.093,66527.3167945206,11515468.4108167,,,2504.561,29482.68,78264.781,8832215.32121693,1848.168,9288146.04201629,306608.882118221,148662.83740547,454823.179935656,527563.956,132162.347,176115.009,67927.508,29842.046,,30051.065,389780.098,4528.745,989081.575,9314.18,,4789.102,22.002,221959.843,,32914.992,,209.019,6181224.53320889,803050.998,993454.141778768,939771.426,,,77347.111456911,7660.363,,817.741,36398.642,,,8676356.97494152,156943.872191362,,1680258.92042579,,8929.145,964.421,,1290.784,542.716,42724.217,95.342,385.035,2013.183,,,3230.627,854.411,,307067.246,,536732.961037204,887318.932617447,536434.429,,,8519436.21269489,,,11595.054,,21176.925,1012.092,4118.041,,157.681,993.757,146914.688,,1507.137,25397.642,2247.871,990.09,70747.431,5349225.249,,42482.195,11228171.8132079,10586.629,,66243.4729238835,1455.64667937054,58213.625,183.35,2929.933,2200.2,2163.53,25107.949,37729.763,445976.873,32925.993,11126978.4845505,199754.059237518,,11928.751,,212777.675,,696.73,113.677,,47.671,202554.079,2742.916,,,,198.018,458.375,36105.282,,,,95533.121324285,157.681,1008.425,343055.184,606881.166,606881.166,,,199033.759,3490.984,66.006,165.015,,66.006,505708.52192574,505904.524534519,,505904.524534518,,4847.774,1877.504,436.373,57443.555,40711.034,36945.025,,,2288.208,67003.424,,792.072,69.673,15867.109,12464.133,126309.815,,,,865.412,,48367.73,570464.189,4892526.068,6829299.76269868,4807.437,,66.006,116097.22,23182.774,,,21565403.313,9603.873,,3142.619,16101.797,,,,,
1989 [YR1989],2775.919,8984.15,80046.943,,,5009.122,286.026,699383.718677822,117090.977,,649.059,277771.583,54117.586,,1947.177,11738.067,13454.223,990.09,,107461.435,300.694,630.724,781.071,62.339,4994.454,,1430.13,214024.455,66.006,6347.577,86739.218,821.408,267.691,451.041,7634.694,463274.112,80.674,29904.385,256.69,249.356,1164222.27178728,102.676,,32386.944,2408540.605,,53233.839,51.338,1507.137,4393.066,2973.937,8522.108,,35738.582,,4341.728,,,,48785.768,388.702,58.672,10366.609,2827455.21368088,2785211.7356332,4559018.58064161,2744371.18561089,,,20267.509,72181.228,2588.902,117.344,,,2827.257,,,,,,,4323273.81727154,579.386,630.724,52584.78,220992.489770735,390649.177,,542.716,5771.858,179.683,,,3344.304,69.673,74183.41,473.043,102.676,,,4246.386,1045.095,231.021,1184.441,1037.761,70445.2802465753,11804951.3022493,,,2728.248,30348.092,76090.25,9092451.18422533,1903.173,9511355.2625948,268611.089930886,143858.219880979,416201.756880005,579008.299,130966.905,191204.714,73251.992,30018.062,,31756.22,408907.17,6728.945,1025549.89,9233.506,,5192.472,22.002,235846.772,,35885.262,,234.688,6283791.14913653,858969.081,1051772.86254728,996606.259,,,77042.7014631335,8052.732,,667.394,37322.726,,,8939697.99628252,155694.781159371,,1717117.16512086,,9658.878,1030.427,,931.418,564.718,49882.201,124.678,418.038,2170.864,,,2849.259,1052.429,,361877.895,,552704.295327981,916881.43505848,552396.88,,,8783448.79436746,,,10568.294,,22918.75,1041.428,4462.739,,157.681,913.083,163100.826,,1646.483,25404.976,1477.801,1041.428,42441.858,5419136.604,,49379.822,11563578.5882356,10065.915,,73248.3241562413,1596.77585881089,60956.541,227.354,2522.896,2035.185,2244.204,21840.652,39141.558,423787.856,41209.746,11431390.7250019,180594.235360202,,14326.969,,214141.799,,689.396,121.011,,47.671,203738.52,3696.336,,,,234.688,374.034,41888.141,,,,105475.588572324,161.348,957.087,341108.007,660778.732,660778.732,,,226671.938,3483.65,66.006,165.015,,77.007,481264.510299988,481497.976564296,,481497.976564295,,3758.675,1855.502,436.373,55533.048,39467.921,34565.142,,,2207.534,78891.838,,836.076,69.673,16142.134,13234.203,139316.664,,,,803.073,,54487.953,581721.879,4955081.421,7055483.75158525,4880.777,,62.339,108854.895,17509.925,,,22029385.156,9996.242,,2603.57,16186.138,,,,,
