Country Name,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Arab League states,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean small states,Cayman Islands,Central African Republic,Central Europe and the Baltics,Chad,Channel Islands,Chile,China,China and India,Colombia,Comoros,Congo,"Congo, Dem. Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Czechoslovakia,Dem. People's Rep. Korea,Denmark,Djibouti,Dominica,Dominican Republic,Early-demographic dividend,East Asia & Pacific,East Asia & Pacific (all income levels),East Asia & Pacific (IDA & IBRD),East Asia and the Pacific (IFC classification),EASTERN EUROPE,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Euro area,Europe & Central Asia,Europe & Central Asia (all income levels),Europe & Central Asia (IDA & IBRD),Europe and Central Asia (IFC classification),European Community,European Union,Faeroe Islands,Fiji,Finland,Fragile and conflict affected situations,France,French Guiana,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Heavily indebted poor countries (HIPC),High income,High income: nonOECD,High income: OECD,Honduras,"Hong Kong SAR, China",Hungary,IBRD only,Iceland,IDA & IBRD total,IDA blend,IDA only,IDA total,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Korea,Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Late-demographic dividend,Latin America & Caribbean,Latin America & Caribbean (all income levels),Latin America & Caribbean (IDA & IBRD),Latin America and the Caribbean (IFC classification),Latvia,Least developed countries: UN classification,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low & middle income,Low income,"Low income, excluding China and India",Lower middle income,Low-income Africa,Luxembourg,"Macao SAR, China",Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Middle East & North Africa,Middle East & North Africa (all income levels),Middle East & North Africa (IDA & IBRD),Middle East (developing only),Middle East and North Africa (IFC classification),Middle income,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North America,Northern Mariana Islands,Norway,OECD members,Oman,Other low-income,Other small states,Pacific island small states,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Post-demographic dividend,Pre-demographic dividend,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Serbia and Montenegro,Severely Indebted,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Small states,Solomon Islands,Somalia,South Africa,South Asia,South Asia (IDA & IBRD),South Asia (IFC classification),South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sub-Saharan Africa,Sub-Saharan Africa (all income levels),SUB-SAHARAN AFRICA (excl. Nigeria),Sub-Saharan Africa (IDA & IBRD),Sub-Saharan Africa (IFC classification),Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,"Taiwan, China",Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Virgin Islands,West Bank and Gaza,World,Yemen,"Yemen, PDR",Zambia,Zimbabwe,,,,Data from database: WDI Database Archives (beta),Last Updated: 02/22/2019
1988 [YR1988],5647569,1525329,12155986,,,5884261,34628,103440246,16191720,1798145,31104,8282278,3967288,3578684,124737,198032,49345664,134384,5391599,5058896,88791,2403313,,251168,3288848,2273721,662344,72537984,,115494,4543468,4274657,2633296,4373973,5556370,13550793,174019,2939577,,1430963,56796455,2814949,70987,6493542,536439413,,16586724,193577,1158762,16455396,1459500,5483656,2451952,5150269,77289,363394,5329198,,10151792,2600721,262793,,3428121,951780891,762825383,870094240,752673591,,,4844571,27169976,2616330,203335,1503412,832070,22537164,158508865,197181039,430026168,219031333,,,243550122,,356114,2548478,122098747,29420232,,90895,460813,419611,2517613,40583236,6810762,,5060423,,49895,,58214,4437241,2810522,494871,377801,3456799,168923236,518327518,,,2353710,2755992,5499042,1657074650,124282,2053492658,131849968,264568040,396418008,402590927,87216459,26008972,8246836,1766936,,2221209,29069794,1209933,62152433,1545212,8231749,10980974,34905,20970814,,885075,2155156,2011218,892508669,187253569,215530711,208176247,,1419717,243036512,1352080,808274,1086929,1985512,,1926163,2020837153,168439452,,883229342,,191294,161083,990369,5479567,4394514,8384171,101585,4132514,175867,,,964262,523707,,41241293,44932,106052114,117726250,106052114,,,1852397701,1917855,,1058564,306002,12008015,6743220,20109001,670025,,9004634,7460087,,80128,1664220,1996998,3859220,44967049,138227929,,2128548,537547307,761252,,8353147,770602,48799114,,1170201,2014262,1975413,10460377,29108694,19398342,5191737,487136605,198005915,1785064,145675,,11686491,78305209,3562833,77194,,55290,6709890,3566956,,,,34325,2103467,1408281,,2684381,1025631,12063326,143285,3555115,18164849,524078808,524078808,,2887799,19763241,8338147,,67974,,53860,243446240,243480565,,243480565,,9407090,192436,423964,4270522,3377016,5796201,,2523675,12083643,27665781,352630,1814311,46749,605138,3917376,26334793,1779166,,,8180492,27624619,577136,29261521,124677136,969168359,1577718,9865324,67423,9378701,33168823,51617,,2539164671,5603155,,3830807,4833316,,,,,
1989 [YR1989],5760223,1568794,12477542,,,6044247,34424,106280987,16438494,1817820,30993,8426470,3980371,3640336,126894,204000,50639909,134701,5403330,5076328,90964,2476472,,257604,3353236,2273299,681103,73918592,,118834,4496247,4388277,2703911,4499493,5726125,13798061,176542,2960982,,1461818,56866916,2906008,71681,6601778,544703450,,16918486,199321,1190606,16962644,1496813,5687717,2456153,5203116,76257,370347,5331916,,10289097,2601671,280195,,3498327,973759774,775581054,883697867,765291957,,,4963563,27895590,2652585,209218,1535826,834744,23294620,159148160,198804530,432454564,220733009,,,244326200,,356745,2556525,125068804,29604072,,93220,473205,437834,2521586,40823461,6997748,,5087087,,49166,,59454,4547292,2918414,506383,376655,3528304,173814362,522218886,,,2423057,2792340,5443361,1686220952,125860,2093668262,135639570,271807740,407447310,411173736,88751835,26850234,8440742,1761534,,2260490,29100094,1219193,62425695,1614993,8364311,11364817,35808,21175006,,908089,2197763,2069081,905642192,191000796,219695711,212267094,,1424918,249639540,1356755,817959,1070245,2042097,,1940927,2060727963,173129676,,902863578,,192852,167792,991790,5640030,4627205,8622669,105200,4203024,177497,,,990786,527323,,42061252,45958,109006182,121044765,109006182,,,1887598287,1927614,,1084362,304958,12236047,6800817,20437475,698600,,9224537,7505071,,81748,1674210,2042647,3977513,46145480,139683922,,2137180,541875446,782796,,8551887,779423,50336973,,1195943,2066297,2029725,10691111,29878844,19472326,5184845,490136728,203555794,1804986,152029,,11740471,78653190,3657524,77436,,56363,6946089,3679294,,,,34619,2151460,1453984,,2699043,1026810,12292292,147390,3624247,18575104,535959612,535959612,,2905919,19801634,8461430,,69195,,53979,250375789,250410408,,250410408,,9710089,196520,440986,4298242,3403328,5974198,,2598409,12462151,28142665,361163,1867819,46822,609291,4004864,26814770,1824734,,,8478161,27725114,607593,29337653,125885861,984734709,1589484,10102205,69264,9617018,33895200,51670,,2582946849,5832925,,3939788,4985046,,,,,
1990 [YR1990],5981147,1603298,12795123,,,6220388,34446,110113892,16682535,1823350,31491,8555626,4005232,3658511,129174,209761,51917681,135055,5410634,5090672,92981,2554953,,261196,3419203,2252932,700141,75286361,,122318,4421546,4505344,2771894,4639750,5897101,14009770,179637,2984100,,1496005,56856284,2999671,72274,6709675,552714879,,17250802,205210,1223359,17534177,1535525,5898269,2462427,5250511,75631,377988,5317186,,10433806,2605214,293436,,3569238,996707533,788066143,896984924,777632337,,,5083923,28589773,2690089,215314,1556459,835376,24105411,159851418,199993858,434532962,222008959,,,245122646,,358545,2566545,129270744,29781613,,95296,485829,455234,2519102,41111976,7194713,,5140531,,48771,,60874,4660633,3053661,518369,376576,3600134,178956627,526340871,,,2494089,2808780,5391796,1714627160,126878,2133342364,139455633,279259571,418715204,419781672,90320801,27574577,8654737,1764441,,2334317,29133098,1228894,62656610,1695282,8411885,11753271,36591,21379777,,906582,2237570,2128615,918112942,194768151,223880217,216381064,,1422321,256461517,1369995,829215,1053222,2097727,,1948034,2101090415,178009231,,923509691,,195016,174040,992131,5807510,4799890,8861157,108778,4285179,179152,,,1017947,530783,,42907164,47058,112846058,125258224,111868961,,,1923081184,1934385,,1105890,304455,12466123,6920003,20744423,726026,,9446026,7556295,,83716,1690913,2089164,4101584,47341122,141323916,,2144423,546475870,803467,,8741909,789807,51864231,,1221992,2119592,2084091,10920797,30654801,19552674,5173910,493222366,209406321,1824091,157422,,11763970,78866031,3670994,77856,,57495,7181854,3794696,3841449,,,34838,2182675,1514107,,2712638,1028316,12515816,151627,3676152,19011720,547940431,547940431,,2901195,19828264,8579700,,70335,,54061,257475774,257510612,,257510612,,10044405,200523,455612,4330900,3437551,6154287,,2664622,12865633,28555499,371446,1918886,46906,613284,4093350,27291457,1873498,,,8781444,27759807,639611,29425515,127314146,999571493,1601492,10363225,71224,9854286,34625677,53200,977097,2627431286,6084551,,4048769,5129207,,,,,
1991 [YR1991],6327356,1604803,13108598,,,6416266,34707,113029317,16923558,1812578,32693,8669846,4039020,3717185,131613,215312,53171064,135460,5412234,5108986,94766,2639318,,261404,3486830,2209416,719482,76638684,,125910,4383735,4625885,2837684,4795234,6069155,14206688,183380,3009414,,1534043,56647218,3095656,72746,6816846,560248258,,17583781,211251,1257065,18181670,1575632,6115370,2323498,5291124,75296,386293,5303711,,10587334,2611254,301620,,3640960,1018624026,800049412,909791709,789462078,,,5205477,29245777,2729115,221687,1563498,832152,24973215,160418131,200917910,436125815,222867311,,,245606749,,361791,2579056,132833664,29817138,,97082,498681,471577,2536042,41360338,7403483,,5200968,,48794,,62495,4777561,3220358,530902,377812,3672190,184373562,530543010,,,2566801,2839290,5396456,1742123243,128382,2172266232,143216951,286926038,430142989,428400784,91934281,28159557,8891139,1775816,,2483653,29161666,1239189,62867391,1787789,8463329,12146206,37227,21586910,,875604,2271576,2189761,929773579,198555956,228078264,220519213,,1416775,263511737,1393925,842335,1034899,2152407,,1951948,2139927199,183088295,,943256513,,197450,179716,991256,5982248,4899763,9097595,112314,4381029,183952,,,1045709,536329,,43783246,48257,115641160,128476186,114619557,,,1956838904,1937648,,1122550,304677,12699164,7112524,21026332,751704,,9666989,7614647,,85876,1775058,2136728,4231807,48553919,143200162,,2154633,551373156,823219,,8926426,802062,53373869,,1248346,2174194,2138275,11149309,31435212,19625903,5161908,496376281,215595524,1839175,161796,,11667035,78975953,3584697,78473,,58688,7417723,3913327,3847368,,,35312,2195081,1558654,,2716434,1029571,12737902,156005,3707639,19479018,560006904,560006904,,2869187,19884013,8693124,,71350,,54110,264755857,264791169,,264791169,,10415694,204367,467284,4360122,3480117,6335760,,2721005,13298371,28892120,384002,1966751,46990,617246,4183147,27764676,1925997,,,9090073,27795222,673767,29516904,128993474,1013582391,1613678,10576175,73319,10089855,35360477,53690,1021603,2670470209,6360674,,4157415,5264534,,,,,
1992 [YR1992],6785762,1610619,13416455,,,6629273,35194,115137501,17161591,1787881,34482,8780951,4076674,3775018,134184,220764,54403885,135921,5424337,5129278,96368,2728984,,258831,3556022,2146508,738990,77974827,,129618,4342735,4750009,2901445,4962133,6242401,14387814,187661,3036399,,1575230,56530288,3194607,73119,6923241,567078771,,17916469,217443,1291761,18895059,1616874,6337683,2303523,5326072,75231,395246,5308186,,10747409,2619128,305678,,3713340,1040377634,811296870,921788279,800549461,,,5328031,29868288,2769335,228182,1559345,818820,25890019,161140264,201694410,437840486,223688034,,,246354534,,366164,2591895,136662852,29979189,,98620,511768,487089,2555807,41634321,7621748,,5238448,,49133,,64281,4897857,3412683,543833,380178,3744307,190049430,534077397,,,2641120,2869995,5399722,1768773488,130026,2210568658,147001478,294793692,441795170,437026227,93580078,28620089,9148014,1788932,,2576891,29189841,1249865,63038682,1890168,8457889,12543365,37740,21806377,,,2295049,2251991,939606992,202354856,232283537,224670827,,1400035,270781511,1427129,856936,1016309,2206064,,1951013,2178039160,188362422,,963093477,,199943,184853,989438,6164279,4939525,9332980,115782,4489252,185773,,,1074143,543325,,44683267,49518,118332540,130685151,117264407,,,1989676738,1937925,,1134957,305461,12933392,7368284,21286017,775948,,9887926,7670302,,88004,1793033,2185027,4368329,49786996,145123175,,2167123,556333738,842027,,9092528,815808,54867015,,1275018,2230083,2192196,11376105,32220114,19690101,5157382,499788762,222103634,1852578,165339,,11568480,78966003,3417233,79265,,59944,7651907,4034866,3874101,,,35445,2192138,1605754,,2718982,1028691,12944735,160511,3725653,19970306,572147404,572147404,,2815749,19985499,8801976,,72280,,54119,272213080,272248525,,272248525,,10817864,208094,476403,4385547,3518262,6518352,,2768883,13756699,29163980,398223,2011961,47072,621063,4273188,28233933,1981361,,,9405006,27858587,709910,29596848,130735361,1026583261,1625936,10814395,75538,10323970,36094326,54242,1068133,2712116557,6657590,,4266190,5391164,,,,,
1993 [YR1993],7304033,1617772,13714761,,,6852909,35890,118134381,17396009,1754804,36633,8872259,4103160,3833601,136800,226331,55626342,136412,5437767,5149004,98038,2822261,,254999,3626765,2074591,758411,79302499,,133470,4313997,4878022,2961303,5135999,6416343,14551739,192347,3064195,,1618487,56600192,3297374,73416,7028516,573550685,,18247171,223751,1327553,19636608,1659059,6563262,2392255,5356946,75623,404637,5312596,,10908411,2627058,307346,,3785857,1062048786,822148362,933357162,811239951,,,5451151,30467509,2809799,234937,1549843,800024,26837960,161781499,202311018,439393566,224447729,,,247209476,,371282,2602693,140665456,30122716,,100059,525005,502118,2576240,41874749,7845338,,5266540,,49683,,66146,5020968,3614770,556818,383002,3816555,195911798,538333610,,,2716938,2926713,5399124,1794954465,131382,2248556448,150790705,302811278,453601983,445675385,95233699,29007645,9423577,1798618,,2652676,29216050,1260834,63209656,1995598,8404413,12943909,38197,22023192,,,2292965,2313945,949786168,206151513,236486340,228819880,,1376159,278230155,1464894,872516,1005182,2258318,,1943427,2215740432,193794881,,982870268,,202537,189581,987569,6354173,4946925,9569889,119155,4606862,187540,,,1103624,549824,,45591586,50744,120952093,133678822,119835298,,,2021945551,1934632,,1144203,306534,13165485,7663460,21535046,799385,,10113018,7721514,,90258,1812611,2233470,4511425,51042378,146944562,,2180058,561049555,860284,,9248579,830452,56352751,,1302065,2287496,2245959,11599241,33010026,19744456,5162882,503053281,228836547,1869258,168401,,11560436,78851323,3224536,80138,,61230,7884179,4158110,3902017,,,36144,2180210,1645864,,2730988,1026730,13143226,165148,3742626,20470033,584350077,584350077,,2760545,20091531,8904394,,73148,,54094,279827369,279863513,,279863513,,11233419,211685,483986,4410988,3550189,6703624,,2810523,14227760,29402504,412288,2057087,47161,624609,4361593,28702257,2037014,,,9725404,27862832,747318,29667067,132392823,1039075283,1638224,11049731,77782,10557065,36813719,54788,1116795,2754074042,6964948,,4377191,5510149,,,,,
1994 [YR1994],7809329,1621629,13998605,,,7077584,36786,121111744,17626209,1721339,38785,8969971,4112000,3886367,139340,232273,56854444,136934,5432387,5164627,100077,2916763,,252091,3699011,2008179,777421,80632077,,137531,4304922,5010314,3014894,5310691,6590466,14696788,197210,3091525,,1662205,56599709,3405183,73712,7132353,579992796,,18573687,230146,1364558,20354243,1701861,6789483,2398921,5386363,75972,414164,5313355,,11062570,2635094,309239,,3857825,1083737955,832928485,944926537,821865915,,,5574333,31059320,2849173,242070,1543297,784768,27792688,162230742,202632077,440368615,224821819,,,247805757,,376515,2612219,144708530,30246057,,101609,538322,517212,2551269,41988564,8068227,,5290255,,50233,,67991,5146109,3804743,569403,385330,3889044,201860887,542245757,,,2794134,3001321,5397163,1820697372,132554,2286230408,154577440,310955596,465533036,454374346,96859426,29396359,9714433,1806234,,2728024,29230518,1271881,63442409,2094779,8288105,13346872,38660,22241156,,,2289711,2373948,959766384,209928011,240664898,232944702,,1356697,285803246,1500485,888262,1011479,2308715,,1931893,2253217151,199336237,,1002435035,,205217,194159,986809,6552514,4962743,9812366,122381,4729298,189180,,,1134590,557752,,46486389,51796,123548507,136646810,122380823,,,2053880914,1928742,,1151975,307463,13390821,7962873,21789344,823029,,10348193,7766014,,92690,1836145,2281235,4661317,52323039,148638899,,2192372,565498495,878499,,9408818,845035,57845160,,1329543,2346683,2299723,11816310,33806126,19790821,5175895,505869079,235661892,1887539,171478,,11552202,78743619,3084812,80972,,62508,8113941,4281512,3921369,,,37078,2168485,1697664,,2743300,1025667,13345378,169891,3775831,20956482,596604091,596604091,,2730253,20187473,8998147,,74037,,54052,287575980,287613058,,287613058,,11637930,215181,491540,4442327,3578447,6893689,,2849461,14693703,29652477,423743,2105650,47258,627674,4445861,29173408,2089450,,,10050533,27718316,784908,29740210,133942111,1051445879,1650489,11257330,79943,10789946,37501305,55263,1167684,2795462908,7268517,,4493201,5623340,,,,,
1995 [YR1995],8250185,1618647,14264840,,,7296962,37838,124723010,17851861,1693329,40708,9079687,4111974,3931828,141744,238802,58099021,137467,5414946,5175217,102721,3010797,,251655,3772687,1957760,795761,81970131,,141824,4290953,5147238,3061169,5481452,6764621,14821658,202084,3117492,,1705173,56575268,3519034,74038,7234524,586268968,,18894485,236593,1402898,21012375,1744983,7014081,2410538,5416150,76404,423597,5308952,,11204390,2647983,313217,,3928778,1105537305,843497113,956385835,832292723,,,5697147,31655878,2886474,249678,1545797,771730,28736822,162619349,202868424,441175387,225101927,,,248313051,,381379,2620628,148697987,30362613,,103417,551684,532790,2485268,42079186,8286506,,5312784,,50669,,69706,5272721,3967030,581273,386511,3961845,207828577,546798400,,,2872579,3070691,5394748,1846125496,133321,2323735328,158391508,319218324,477609832,463139014,98432229,29838860,10017634,1815821,,2806298,29239619,1282852,63705123,2181152,8151261,13751783,39205,22462999,,675444,2310631,2430801,970206853,213669884,244802188,237028182,,1340108,293463026,1529370,903529,1041533,2356981,,1919099,2290531222,204952763,,1021893939,,208002,198751,987963,6759633,5016447,10062853,125429,4853376,190347,,,1167344,562908,,47351425,52574,126157014,140302898,124936095,,,2085578459,1919737,,1159575,307947,13606181,8241125,22059954,847543,,10596893,7802880,,94857,1863205,2327709,4818226,53631777,150286913,,2203443,569838936,897040,,9569156,858852,59353966,,1357489,2407828,2353596,12025641,34609159,19822965,5192984,508533078,242490180,1905936,174976,,11537904,78766089,3052407,81671,,63744,8340912,4404050,3867853,,,37614,2164217,1750442,,2752770,1025501,13545500,174725,3837351,21413854,608898261,608898261,,2743602,20274489,9082098,,74980,,53984,295440526,295478140,,295478140,,12014329,218603,500133,4465461,3602314,7089692,,2888487,15142498,29945352,430977,2160098,47367,630123,4524173,29649972,2136194,,,10380333,27497193,822065,29814198,135465255,1063684520,1662613,11454462,81931,11023213,38144723,55597,1220919,2837329622,7558117,,4616153,5732167,,,,,
1996 [YR1996],8603315,1607089,14512653,,,7508648,39069,127619185,18072582,1672642,42294,9197338,4111896,3972111,143961,246055,59360649,138021,5395716,5185158,106063,3103694,,254245,3847811,1926961,813411,83319325,,146380,4273554,5289059,3098845,5646856,6938582,14982770,206911,3141820,,1747038,56422878,3638813,74405,7334772,592409568,,19208632,243097,1442773,21596283,1788435,7237352,2322253,5446749,77173,432883,5301586,,11331477,2662105,319854,,3998465,1127505213,853881760,967656596,842550283,,,5819592,32259731,2921410,257867,1558919,760221,29663071,163002836,203077108,441804514,225243188,,,248665881,,385876,2627816,152600860,30472941,,105534,565071,548940,2424156,42166071,8498434,,5334501,,50950,,71273,5400517,4095931,592289,386297,4035027,213785341,550545551,,,2952160,3221141,5390163,1871210283,134111,2361059364,162277243,327571838,489849081,471971358,99944483,30356668,10333576,1830397,,2883785,29257140,1293735,63889964,2253169,8038600,14158506,39830,22676995,,681477,2343544,2483938,979765432,217375916,248900550,241068193,,1326718,301189410,1548876,918284,1099900,2402847,,1906649,2327770906,210631491,,1041361243,,210723,203353,991411,6975841,5117347,10322454,128287,4978290,191399,,,1202083,569207,,48185257,53055,128795105,143318347,127518498,,,2117139415,1915124,,1167310,307898,13810735,8490655,22351188,873199,,10861431,7838167,,96793,1893714,2372770,4982538,54970338,151957248,,2214031,574050211,916140,,9735068,871789,60884075,,1385931,2471029,2407511,12226609,35416867,19843827,5211940,511096017,249285687,1928355,179136,,11514191,78663445,3150127,82206,,64923,8565905,4525335,3866414,,,38185,2168064,1824744,,2759904,1023812,13748677,179641,3932137,21836647,621218205,621218205,,2809049,20354500,9154845,,75999,,53895,303422812,303460997,,303460997,,12355373,221925,510233,4472208,3618122,7294309,,2928176,15569512,30292676,432982,2221551,47468,631905,4596140,30133273,2176403,,,10714011,27255111,859345,29883158,136974478,1075778172,1674767,11671289,83713,11256782,38739143,55804,1276607,2878316457,7829940,,4747154,5837480,,,,,
1997 [YR1997],8885666,1588481,14744096,,,7716678,40449,130509484,18288725,1657794,43615,9295737,4111546,4010796,146035,254072,60632303,138583,5370807,5197588,110007,3196072,,259353,3924295,1912781,830417,84674889,,151130,4251780,5435864,3130153,5807074,7113031,15140827,211704,3164836,,1788057,56395729,3764441,74816,7433005,598484511,,19516621,249647,1484228,22122050,1832023,7458964,2364971,5477263,77661,442020,5294588,,11445530,2672273,328489,,4067072,1149577875,864149168,978670784,852703638,,,5941562,32868696,2954166,266677,1581309,750517,30576480,163346563,203298592,442518266,225526600,,,249093067,,390113,2634354,156452092,30579749,,107887,578553,565598,2380453,42191832,8706642,,5359600,,51128,,72699,5529761,4196309,602653,384922,4108512,219762781,554315944,,,3032796,3260281,5383620,1896317614,135285,2398543706,166210654,336015438,502226092,480855158,101406752,30931804,10662092,1848832,,2958648,29282100,1304566,64068450,2313390,7924803,14567859,40523,22891404,,715168,2376924,2533682,989247701,221045151,252951217,245064831,,1314370,308996894,1561340,932613,1182850,2446579,,1894827,2365037745,216388523,,1060832208,,213238,207952,996807,7200855,5256282,10588820,130968,5105673,192613,,,1238668,577044,,48991681,53254,131453087,146380979,130118221,,,2148649222,1907223,,1175082,307457,14005885,8719777,22658520,899482,,11138200,7878475,,98833,1920164,2416516,5154562,56340342,153702027,,2225227,578221401,935747,,9907197,884061,62430986,,1414829,2536223,2461252,12419736,36227959,19863037,5234878,513657320,256094941,1947240,184070,,11491007,78556610,3356288,82607,,66062,8789823,4646007,3858458,,,38669,2179702,1889766,,2766186,1020826,13956094,184655,4055717,22228821,633550682,633550682,,2920303,20433012,9218048,,77072,,53797,311541065,311579734,,311579734,,12667538,225124,521382,4474294,3626679,7506411,,2968357,15980993,30682409,430722,2289100,47583,633153,4662373,30622418,2210843,,,11052923,27012652,897751,29950934,138561200,1087817014,1686782,11892141,85326,11490390,39287823,55989,1334866,2919353689,8087066,,4885579,5939116,,,,,
1998 [YR1998],9134961,1566199,14962632,,,7928906,41859,133371678,18501768,1647237,44757,9386681,4111725,4048629,148098,262924,61907874,139142,5343153,5208451,114316,3289032,,266215,4001786,1910894,846649,86026598,,155882,4227125,5587702,3161807,5960919,7289898,15270066,216392,3187057,,1828296,56290695,3896944,75242,7529289,604237309,,19820150,256244,1527004,22622847,1874944,7675364,2330637,5506659,76472,450929,5288317,,11550097,2681113,338326,,4135026,1171595631,874038479,989278341,862488382,,,6062350,33484617,2984763,276054,1612576,741824,31487250,163637860,203549457,443134973,225757060,,,249396713,,393888,2640157,160281803,30688776,,110383,592205,582903,2357870,42162063,8916911,,5388808,,51234,,73958,5661142,4276141,612803,382814,4182037,225829417,557871221,,,3114420,3300699,5375074,1920969508,136821,2435714567,170168115,344576944,514745059,489765579,102834312,31529902,10998781,1867943,,3028056,29298030,1315353,64270738,2364630,7802050,14981603,41274,23059119,,765296,2412884,2580864,998397998,224664232,256937294,249006713,,1302266,316925212,1573331,946155,1278292,2489120,,1883418,2402044327,222255680,,1080285605,,215754,212663,1003357,7433563,5422076,10856961,133516,5237691,193625,,,1276723,583866,,49766759,53261,134080933,149426940,132711704,,,2179788647,1905629,,1183222,306827,14193361,8938130,22973216,925364,,11417513,7927388,,100911,1939127,2458907,5334456,57744480,155387292,,2237575,582210700,955626,,10081909,895746,63983970,,1444104,2603173,2514623,12606015,37045180,19876966,5260854,516020081,263011719,1959347,190030,,11477321,78461115,3626323,82923,,67209,9012666,4767386,3847052,,,39482,2204019,1958505,,2770990,1016757,14164712,189783,4199148,22595679,645887064,645887064,,3063141,20508102,9277436,,78147,,53690,319824162,319863644,,319863644,,12964206,228199,532670,4476116,3637236,7718810,,3010097,16389303,31093649,426994,2360778,47725,634205,4723367,31114931,2240649,,,11401981,26780265,937784,30026184,140117226,1099503042,1697915,12086173,86892,11724300,39796837,56106,1369229,2959915548,8334827,,5029486,6036506,,,,,
1999 [YR1999],9408613,1544994,15173284,,,8156453,43145,136236749,18713730,1638215,45856,9488521,4116125,4082756,150311,272674,63178563,139689,5319622,5219839,118663,3384290,,273640,4079824,1914133,861965,87360092,,160398,4206603,5744499,3202902,6107498,7471769,15394068,220915,3209281,,1867965,56262016,4037591,75689,7623804,609453358,,20121713,262865,1570705,23147413,1916187,7882134,2360167,5533402,73898,459552,5281861,,11650730,2689192,348078,,4202967,1193424406,883330361,999175575,871679631,,,6181124,34108643,3013380,285931,1651409,742625,32411412,164000268,203710790,443804252,225953965,,,249843210,,396958,2645100,164201585,30842105,,112833,606132,600972,2340503,42154337,9137345,,5409906,,51302,,75033,5795672,4348227,623405,380610,4255249,232085470,561451192,,,3196982,3346087,5363568,1944960568,138548,2472355338,174102231,353292539,527394770,498668788,104250285,32098397,11337981,1888428,,3106541,29305570,1326107,64416737,2411454,7739277,15402097,42047,23225602,,814957,2448183,2626754,1006913793,228217500,260850442,252881036,,1291779,325032929,1594207,958504,1369068,2531779,,1872416,2438463543,228279940,,1099683405,,218564,217637,1009871,7672439,5596344,11120004,135989,5377522,194574,,,1315716,591986,,50507138,53165,136667571,152443297,135263068,,,2210183603,1901938,,1192050,306323,14375851,9161516,23282195,949434,,11686101,7980350,,103052,1951226,2499951,5522328,59185741,157063531,,2252100,586188269,975372,,10268928,906970,65527614,,1473626,2671537,2567356,12786981,37872424,19883008,5289443,518416500,270171701,1970094,197234,,11469206,78264697,3893796,83262,,68439,9234307,4891401,3836547,,,40317,2246666,1977779,,2774868,1015915,14385179,195070,4348940,22946404,658220169,658220169,,3215932,20578772,9340861,,79171,,53606,328317152,328357469,,328357469,,13265443,231174,542724,4478662,3654298,7921682,,3054539,16812386,31494643,425704,2433603,47925,635503,4780015,31607115,2267632,,,11767745,26539247,980067,30110675,141669463,1110500198,1707130,12219389,88543,11958849,40276209,56156,1404503,2999914735,8581697,,5175986,6128693,,,,,
