 Name,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Arab League states,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean small states,Cayman Islands,Central African Republic,Central Europe and the Baltics,Chad,Channel Islands,Chile,China,China and India,Colombia,Comoros,Congo,"Congo, Dem. Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Czechoslovakia,Dem. People's Rep. Korea,Denmark,Djibouti,Dominica,Dominican Republic,Early-demographic dividend,East Asia & Pacific,East Asia & Pacific (all income levels),East Asia & Pacific (IDA & IBRD),East Asia and the Pacific (IFC classification),EASTERN EUROPE,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Euro area,Europe & Central Asia,Europe & Central Asia (all income levels),Europe & Central Asia (IDA & IBRD),Europe and Central Asia (IFC classification),European Community,European Union,Faeroe Islands,Fiji,Finland,Fragile and conflict affected situations,France,French Guiana,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Heavily indebted poor countries (HIPC),High income,High income: nonOECD,High income: OECD,Honduras,"Hong Kong SAR, China",Hungary,IBRD only,Iceland,IDA & IBRD total,IDA blend,IDA only,IDA total,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Korea,Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Late-demographic dividend,Latin America & Caribbean,Latin America & Caribbean (all income levels),Latin America & Caribbean (IDA & IBRD),Latin America and the Caribbean (IFC classification),Latvia,Least developed countries: UN classification,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low & middle income,Low income,"Low income, excluding China and India",Lower middle income,Low-income Africa,Luxembourg,"Macao SAR, China",Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Middle East & North Africa,Middle East & North Africa (all income levels),Middle East & North Africa (IDA & IBRD),Middle East (developing only),Middle East and North Africa (IFC classification),Middle income,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North America,Northern Mariana Islands,Norway,OECD members,Oman,Other low-income,Other small states,Pacific island small states,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Post-demographic dividend,Pre-demographic dividend,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Serbia and Montenegro,Severely Indebted,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Small states,Solomon Islands,Somalia,South Africa,South Asia,South Asia (IDA & IBRD),South Asia (IFC classification),South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sub-Saharan Africa,Sub-Saharan Africa (all income levels),SUB-SAHARAN AFRICA (excl. Nigeria),Sub-Saharan Africa (IDA & IBRD),Sub-Saharan Africa (IFC classification),Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,"Taiwan, China",Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Virgin Islands,West Bank and Gaza,World,Yemen,"Yemen, PDR",Zambia,Zimbabwe,,,,Data from database: WDI Database Archives (beta),Last Updated: 02/22/2019
1993,379340,11260,388620,32,230,575000,90,5344200,1278500,11810,20,4602860,29990,44566,120,90,94460,190,93540,,1430,23200,3,5050,362130,21900,259510,2494630,80,110,61210,95000,21230,45310,91600,678740,690,26637,27,50200,624860,484000,84,154770,5182230,,449030,1150,105300,260000,21130,195020,22720,67300,,1587,42820,,25500,27390,14010,180,25460,13344079,7469848,12320790,7444366,,,79750,32460,14510,3340,74000,13200,305400,1286347,6463096,8347826,6672966,,,2045767,30,4350,23837,5085075,302913,,430,51600,5570,31280,171620,128000,,91600,2356,120,,200,44820,140520,14670,17340,15750,7368820,15012862,,,35480,80,61300,24900077,19000,35694623,3115527,7679019,10794546,1813820,420160,641520,98700,44040,408,5770,159100,5030,55740,10900,2217470,268400,370,21180,,1420,101200,16650,15609797,5348137,6956884,6885927,,25140,7555314,6060,23340,25000,154650,70,33330,33976105,5136874,,9954385,,,,12970,364900,42700,69787,80,331400,130,120,,396900,1070,,1061800,225,2125620,3885800,2121920,,,28839231,25570,,1191240,,307110,477500,104460,387000,4,41694,19880,,2300,159190,41900,350000,650650,4908223,40,10130,13192565,10720,,817887,8279,357500,50,21500,8930,173450,219660,110650,187150,39590,11977507,8044540,3110,650,,147930,2187950,17300,520,10,420,1737850,88180,,,,40,28110,12,,24460,5600,852803,710,440440,969360,2715144,2715144,,,300330,23200,120,197,,120,9854260,9854300,,9854300,,1267330,890,12220,33560,15915,136420,,45430,326000,212450,3350,33000,320,810,94220,399130,354500,10,20,120820,418900,3550,175340,4229480,18884846,149300,276480,1590,216030,70870,100,3700,48988967,237250,,212020,135200,,,,,
1994,378130,11260,396400,32,230,575000,90,5363840,1279480,12000,20,4691000,29941,44860,120,90,93580,190,93460,,1430,24000,3,5090,363510,21800,259960,2514180,80,110,61590,94310,20730,45700,91600,679340,690,26585,27,50200,621440,484200,84,154500,5228330,,448650,1200,105180,260000,20950,197000,23120,66860,,1434,42840,,26500,26910,14010,180,25460,13345300,7510034,12440436,7483552,,,81290,32460,14540,3340,74060,11010,304720,1282053,6455530,8334624,6665720,,,2040433,30,4330,24119,5119575,302049,,430,51600,5570,30970,173080,129000,,91700,2356,120,,200,45120,140480,14770,17340,15950,7409590,15069936,,,35200,80,61220,24949906,19000,35798082,3126735,7721441,10848176,1812910,419710,641570,93500,43900,413,5790,157020,5000,55330,10720,2216510,272320,370,20960,,1420,103730,16900,15659112,5353884,6963181,6892694,,25400,7591556,6070,23290,25000,154750,70,31260,34079224,5160306,,9986245,,,,12960,364800,40700,70613,80,352500,130,120,,397300,1050,,1061900,225,2130810,3891180,2127110,,,28918918,25570,,1184690,,309640,478000,104210,387500,4,41806,19710,,2310,151160,42200,350000,662160,4890733,40,10300,13252947,10720,,816684,8269,357900,50,21350,8980,160320,216379,110150,187070,39520,12035629,8096100,3090,650,,147980,2177110,14850,510,10,440,1737850,89150,,,,40,28100,12,,24460,5490,851538,720,440500,972650,2712726,2712726,,,301830,23230,100,195,,120,9916240,9916280,,9916280,,1281150,890,12220,33560,15868,137860,,44700,329000,211200,3400,33000,320,810,92830,401490,354500,10,20,121020,418610,3720,174090,4211390,18932673,149340,276430,1600,216100,71400,90,3700,49149160,237300,,214730,137200,,,,,
1995,377530,11270,396490,35,230,575000,90,5377560,1280450,12440,20,4633480,29811,44891,120,90,93740,190,93390,,1460,25200,4,5650,366000,21750,259460,2584720,80,100,61640,94500,20370,45700,91600,679940,700,26500,27,50100,615910,484500,84,153300,5228330,,445130,1220,105200,258000,20480,198000,23320,66840,,1431,42800,,26500,27260,14510,170,25760,13373123,7521191,12391303,7494706,,,81080,32830,14550,3340,74070,9910,305000,1265824,6393246,8256088,6602786,,,2023284,30,4400,22440,5136375,301502,,430,51600,5570,30480,173430,131000,,91640,2356,110,,200,45120,140240,14860,17340,15900,7449070,14983735,,,34800,80,61790,24968427,18990,35883010,3152560,7762023,10914583,1809450,429780,642080,91000,43890,417,5730,153330,4970,54430,11140,2171865,272180,370,20480,,1420,104390,17000,15657044,5432770,7041787,6971330,,18320,7624388,6090,23240,25000,155150,70,34100,34165115,5178618,,10041255,,,,12870,364800,42800,70517,80,354190,110,120,,397600,1040,,1061950,225,2129270,3889660,2125510,,,28986497,25560,,1184690,,307490,478800,104500,388200,4,41918,19640,,2330,149750,45530,360000,684000,4881334,40,11270,13156174,10710,,816871,8409,360260,50,21320,9340,164580,218890,110150,186220,39240,11958526,8147120,3090,650,,147970,2164000,14850,510,10,450,1737850,88150,,,,40,28100,12,,24460,5380,851780,730,440560,975200,2711888,2711888,,,297190,23260,100,180,,120,9976750,9976790,,9976790,,1296440,890,12220,32670,15821,137890,,45820,332000,212100,3400,33000,330,760,93480,394930,355000,10,20,121220,418530,3830,173790,4201390,18945242,149380,276450,1650,216200,70790,80,3760,49148850,237360,,214580,138600,,,,,
1996,377520,11310,396360,40,230,575000,90,5388754.6,1281420,13060,20,4652210,29733,45262,120,90,93270,190,93330,,1470,27100,4,5700,366840,21700,259460,2590190,80,100,61640,95500,19930,45800,91600,680550,700,26454,27,50220,610780,484300,84,152320,5228720,,449200,1240,105220,258000,19950,198000,19350,66150,,1432,42800,,25500,27160,14810,170,25750,13413589.6,7524942,12412244,7499452,,,79870,31764.6,13880,3340,73380,10050,305000,1267498,6374508,8234976,6578598,,,2020758,30,4400,22180,5165195,300963,,430,51600,5570,30350,173370,133000,,91720,2357,110,,200,45120,139170,14920,17340,15900,7488140,14960861,,,34800,80,61840,24987279.6,18970,35942748.6,3152314,7803155,10955469,1805890,429680,644270,91000,43410,421,5640,153490,4940,53990,10510,2154736,264510,370,20080,,1430,106410,17000,15650607,5470244,7079271,7009504,,18740,7660470,6180,23260,25000,156660,70,34110,34228568.6,5203990,,10059799.6,,,,12900,365960,43800,70623,80,366500,110,120,,397500,1030,,1063100,225,2133624.6,3894034.6,2129904.6,,,29024578.6,25560,,1184690,,309660,479850,105040,388200,4,42030,19810,,2350,149040,46540,360000,686000,4843614,40,11320,13136004,10710,,817462,8429,361720,50,21320,9550,190210,221220,111050,184740,37300,11936116,8176090,3090,660,,147820,2161110,15450,510,10,450,1737850,89070,,,,40,28100,12,,24440,5250,852345,730,440610,978900,2709480,2709480,,,301390,23270,90,174,,110,10015770,10015810,,10015810,,1305390,890,12220,32970,15788,137900,,45850,335000,208630,3420,34000,330,760,93240,393640,355000,10,20,121720,418400,3920,174940,4163060,18964779,149410,276430,1670,216320,76820,80,3720,49189429.6,237550,,218650,142350,,,,,
1997,377900,11350,396900,40,230,575000,90,5388279.2,1282350,13320,20,4622000,29646,45887,120,90,93650,190,93060,,1480,28900,4,5720,368740,21650,259010,2595660,80,100,62030,98500,19520,45800,91600,679440,720,26350,27,51230,610260,486300,81,152220,5233330,,450820,1260,105360,257000,19530,197000,19410,66870,,1422,42800,,25500,26880,15010,170,25000,13439256.2,7639786,12496118,7614296,,,80120,32449.2,14060,3340,73600,10230,304920,1261534,6395435,8249209,6599415,,,2015594,30,4400,21500,5180865,300396,,430,51600,5570,30370,173270,136280,,89850,2357,110,,200,45220,138000,15370,17340,16900,7525790,14908647,,,33950,70,61950,25025435.2,18950,36132382.2,3266980,7839967,11106947,1809810,435270,638320,86600,44310,425,5630,153450,4890,53540,10610,2156918,265940,370,19830,,1430,106610,17560,15784834,5484620,7094367,7024060,,17720,7694232,6220,23290,25200,156660,70,34170,34418112.2,5234142,,10197024.2,,,,12830,374900,44300,70557,80,376500,100,120,,397500,1020,,1063100,225,2124129.2,3884589.2,2120429.2,,,29183970.2,25560,,1288910,,308950,481350,105190,388200,4,42142,19660,,2380,149030,48080,360000,688000,4828294,40,10380,13081629,10700,,817912,8419,366690,50,21400,9620,191710,223350,113350,184570,35820,11884221,8205480,2910,660,,147980,2179890,15950,510,10,460,1737850,86280,,,,40,28090,12,,24450,4950,852681,730,440660,979450,2719272,2719272,,,300590,23280,90,170,,110,10054870,10054910,,10054910,,1308320,880,12230,32590,15757,138040,,45620,337030,204420,3430,34500,310,710,93470,392420,355000,10,20,121720,418540,4000,175850,4148850,18986946,149450,276400,1680,216360,78440,80,3700,49326759.2,237200,,219710,144190,,,,,
1998,378670,11390,398260,47,230,575000,90,5393336.2,1283300,13280,20,4637860,29599,46821,120,90,94340,190,93070,,1480,30500,4,5720,369820,21600,258310,2601120,80,100,56450,99700,19130,46300,91600,678340,720,26235,27,51490,605100,486300,80,152190,5236830,,455430,1300,105380,257000,19150,197000,20480,66740,,1442,42840,,25500,26720,15010,170,25100,13470245.2,7647275,12518837,7621778,,,80270,32596.2,14500,3340,74670,10430,305080,1261911,6381209,8235230,6586119,,,2009721,30,4300,21920,5187695,299800,,430,51600,5520,30450,173730,140300,,87820,2357,110,,200,44300,137150,15370,17340,16900,7552210,14920899,,,33950,70,61930,25049748.2,18910,36191152.2,3275525,7865879,11141404,1808740,438770,647870,89000,44160,430,5620,154840,4840,53100,10660,2153298,264580,340,19690,,1430,106900,17650,15789600,5503215,7113787,7043795,,17490,7715414,6260,23290,25600,154500,70,34250,34474609.2,5251224,,10219111.2,,,,12910,384900,45800,70369,80,376500,90,120,,397500,1020,,1063250,225,2135946.2,3896426.2,2132456.2,,,29223385.2,25560,,1291320,,309760,482350,105130,388200,4,42254,19730,,2400,149030,49130,360000,696500,4824224,30,10470,13098792,10710,,817352,8339,367600,50,21490,9740,196020,226030,112850,184430,37700,11887844,8234910,2725,660,,147470,2172870,16150,510,10,460,1737850,83900,,,,40,28090,12,,24430,4900,851926,740,440670,979880,2720694,2720694,,,299580,23290,90,155,,110,10086270,10086310,,10086310,,1311020,880,12230,32310,15723,137540,,45470,338000,200520,3410,35300,310,660,94200,399190,355000,10,20,122420,416110,4030,175180,4145880,19004274,149500,273370,1720,216420,80550,80,3490,49395508.2,236800,,220250,145200,,,,,
1999,377530,11450,397310,47.9,230,574000,90,5395305,1284120,13230,20,4537290,29552,46924,120,100,94860,180,92810,,1500,31100,4,5720,370690,21050,258410,2607590,70,100,56790,99700,18870,46400,91600,677230,710,26284,27,51490,604520,486300,79,150600,5231330,,456680,1320,105440,256000,18880,196000,20320,66600,,1442,42820,,25500,26440,15510,190,24670,13505819,7677144.9,12447586.9,7651647,,,80750,34830,14810,3340,74670,10010,306760,1259429,6376317,8223747,6580987,,,2003949,30,4280,22014,5191290,299291,,430,51600,5520,29990,171520,141800,,86700,2357,120,,200,44400,135400,15880,17350,16900,7589870,14805452,,,33370,70,61860,25064236,18890,36276789,3307064,7905489,11212553,1810210,458770,636870,87500,44180,434,5590,157990,4820,52710,10670,2150753,268760,340,19540,,1440,107260,17730,15794507,5519324,7129110,7059414,,16170,7752306,5825,23290,25900,154500,70,34960,34561126.9,5284196,,10280715,,,,12820,395000,46800,70210,80,376500,90,120,,397500,1000,,1063260,225,2123195,3884845,2119555,,,29276930.9,25570,,1302820,,306930,481900,106090,388200,4,42366,19670,,2430,149030,50180,370000,709000,4816104,30,10380,12984638,10710,,817992,8347,367560,50,21570,9930,200830,228260,112350,184350,38630,11771640,8281710,2599,660,,147810,2167900,16610,508,10,470,1737850,91120,,,,40,28040,12,,24430,5000,852623,760,440670,980580,2721776,2721776,,,297780,23450,100,154,,110,10143370,10143410,,10143410,,1313520,880,12230,31940,15691,137670,,45680,339000,200170,3370,36300,310,670,95260,403020,355400,10,20,122620,414530,5210,172190,4138870,18996215.9,149540,273330,1730,216330,84130,70,3640,49366578.9,236680,,224050,148400,,,,,
2000,377530,11440,400210,48,230,573000,90,5395402,1285100,13230,20,4555000,29402,47404,130,92,94000,180,92520,13896,1490,31950,4,5300,371430,21300,259510,2614060,70,100,55820,97700,18670,47700,91600,676130,710,25977,27,51490,591050,486300,79,151100,5220030,,448590,1330,105400,256000,18400,196000,11690,65540,,1415,42800,,25500,26470,16010,210,25150,13527198,7686320,12479612,7660822,,,80660,32910,15000,3340,75300,9860,306620,1267817,6383597,8224309,6579417,,,1997007,30,4280,22180,5203625,298074,,430,51600,5520,30000,170680,144300,,85290,2358,120,,200,44650,134890,16280,17080,16900,7614830,14829164,,,29350,70,58540,25062419,18890,36306977,3312382,7932176,11244558,1809750,471770,628840,83000,44120,438,5660,156370,4790,52580,10690,2153933,266710,340,19730,,1480,107140,18060,15792989,5520092,7132006,7063487,,15880,7779211,5950,23340,26100,154500,70,34180,34596940,5307661,,10303275,,1280,,12350,405000,47300,70213,90,386000,90,120,,397500,1010,,1063300,225,2111660,3874742,2107940,,,29289279,25440,,1304700,,306520,481500,108120,388200,4,42491,19560,,2450,154130,51410,370000,713000,4820124,30,10420,13016622,11730,,819487,8329,366980,50,22300,10050,203250,231240,112340,184130,38300,11790044,8302970,2472,660,,148570,2171620,16700,480,10,490,1737850,90270,,,,40,28100,12,,24400,5180,853793,760,440670,981250,2719641,2719641,,,297660,23500,95,142,,100,10175630,10175670,,10175670,,1315750,880,12230,31530,15660,137110,,45730,340000,198340,3370,36300,300,670,95510,404790,355000,10,20,125120,414060,5520,169640,4143990,18986004,149580,273250,1750,216350,87800,70,3720,49426104,236690,,224980,150600,,,,,
2001,377530,11390,401090,45,227.5,573000,90,5400131,1286060,13280,20,4557000,29161,47456,130,92,94030,180,91280,13868,1490,32650,4,5350,371560,21260,258010,2634650,70,110,54980,105700,18510,48900,91600,675020,730,25902,27,51490,575370,489300,75,151500,5199150,,417450,1350,105400,255500,18330,196000,11780,66560,,1400,42780,,25500,26760,16810,220,25150,13548615,7672250,12462682,7646755,,,77850,33380,15500,3340,75320,8900,306054,1253422,6374252,8194691.5,6563912,,,1975302,30,4280,22220,5222602,297133,,430,51600,5400,30030,170340,145100,,85020,2358,130,,200,44950,135400,16280,17080,16700,7655339.2,14811887.5,,,29360,70,58650,25027852,18890,36297522.2,3293279,7976391.2,11269670.2,1804870,477000,638230,84900,44100,442,5610,155020,4790,47930,10220,2144856,268390,340,19450,,1510,107760,18410,15736486,5509569,7122790,7053376,,15810,7821776.2,5980,23340,26100,154500,69,28960,34593200.2,5342779.2,,10297695,,1280,,12420,408430,48300,69839,100,392740,100,120,,397120,1020,,1065500,225,2120670,3883961,2116980,,,29250421,25390,,1297040,,303700,482500,109390,388200,4,42590,19310,,2480,154180,51750,380000,695000,4824464,30,10470,13010398,11736,,818105,8356,369720,50,22404,10100,202000,231070,111840,177880,37950,11779100,8327985.2,2347,663,,147980,2168610,17490,480,10,510,1737910,87990,,,,40,30015.2,12,,22550,5100,852363,770,440710,980130,2717700,2717700,,,295200,23510,93,139,,100,10198759.2,10198799.2,,10198799.2,,1320930,860,12240,31540,15626,137230,,45730,341000,198280,3620,34800,300,600,94990,409680,355000,10,17,126120,413850,5670,169530,4149440,18952726,149620,273300,1770,216380,94830,70,3690,49405087.7,235950,,225550,152400,,,,,
2002,377530,11400,398550,45,228.5,573900,90,5412411,1287100,13910,20,4470000,29022,47449,130,92,93530,170,90250,13891,1520,33650,4,5350,373110,21230,258460,2658680,70,110,53250,107700,18340,50000,91600,675170,740,25732,27,51490,562642,487300,74,155650,5185330,,416070,1350,105400,255500,18260,196000,11810,66540,,1400,42720,,25500,26650,17010,220,25150,13547755,7662302,12332004,7636807,,,74900,34240,15550,3240,75320,6982,304980,1246102,6358938,8163209.5,6539738,,,1957652,30,4280,22360,5242562,296107,,450,51600,5170,30040,169670,146310,,84460,2359,130,,200,45250,137400,16090,17080,16700,7682720.8,14662014.5,,,30280,70,58490,25019132,18870,36325285.8,3302411,8003742.8,11306153.8,1805600,481810,640440,88400,43730,454,5630,152730,4740,47630,10250,2134689,268180,340,19190,,1510,107760,18760,15728381,5522191,7140027,7070780,,15950,7846517.8,6160,23040,26100,154500,69,28850,34625051.8,5363200.8,,10323835,,1280,,13340,408430,48300,69921,120,396840,100,120,,396620,1000,,1065500,225,2127860,3892211,2124160,,,29261851,25340,,1296950,,302830,487000,109250,388200,4,42410,19490,,2500,120990,52780,380000,706000,4805814,30,10460,12861347,12734,,815989,8376,368840,50,22378,10000,195810,227550,111350,168990,38470,11632047,8366000.8,2220,645,,148180,2166510,18310,470,10,510,1737930,87500,,,,40,32300.8,12,,22370,5050,850097,790,442260,980280,2716940,2716940,,,294190,23560,81,131,,100,10236820.8,10236860.8,,10236860.8,,1326140,740,12240,31700,15595,137590,,45710,342000,196890,3620,35050,300,600,97630,411960,353500,10,17,128120,413960,5710,169760,4130640,18938016,149230,270460,1780,215400,94550,60,3700,49287066.3,236560,,226160,154700,,,,,
2003,379100,11210,399057,50.4,228.6,575900,90,5436802,1308835,14440,20,4395000,28852.3,47546,130,89,93280,170,89860,13922,1520,34670,4,5370,366470,21690,257960,2684690,70,110,53260,111700,18330,51000,91600,675350,740,25780,27,51950,553227,488300,74,154250,5161330,,420510,1350,105400,255500,18290,196000,11960,66380,,1540,42690,,25500,26580,17010,220,24350,13598673,7511025.4,12102779.4,7485525,,,72500,34090,15510,3240,75670,8287,316070,1236571.3,6341790,8129057.6,6515440,,,1940591.3,30,4280,22460,5276072,295346,,450,51600,5070,30060,170010,148350,,84440,2359,120,,200,50640,138450,16000,17080,16700,7744816.7,14596949.6,,,31530,70,58650,25051753,18850,36280445.7,3154804,8073888.7,11228692.7,1802490,510060,642650,86900,43700,457.7,5510,149070,4740,47360,10050,2130014,268740,340,19020,,1510,108400,19110,15568072,5548879,7187004,7117977,,15820,7913413.7,6270,23040,26100,154500,69,25410,34566828.1,5406786.7,,10230865,,1280,,13010,408430,49800,70819,120,407260,104,120,,396620,990,,1065500,225,2133877,3899036,2130207,,,29160041.4,25280,,1137960,,308760,487500,109820,388200,4,42270,19230,,2436,118580,53360,384120,717500,4814604,30,10400,12771389.3,13730,,816796,8416,368420,50,22352,10050,193460,228880,112400,161690,38110,11551534.3,8432606.7,2160,646,,148000,2162770,18040,450,10,540,1737980,86320,,,,40,35666.7,8,,22360,5100,850992,830,442760,979280,2714750,2714750,,,291530,23700,81,124,,100,10316506.7,10316546.7,,10316546.7,,1345300,805,12240,31630,15562,138130,,45960,342700,195540,3650,34800,300,600,97840,406440,351900,10,17,131120,413550,5590,169560,4139250,18929176.4,149270,268400,1800,215400,95370,60,3670,49163777.7,234950,,229090,156500,,,,,
2004,379110,11220,411450,50,228.1,575900,90,5444076,1343450,15050,20,4401100,28674,47549,130,87,93230,160,89570,13913,1520,35670,4,5840,366170,21694,258270,2721320,70,110,53300,106700,18480,52300,92100,675510,750,25656.3,27,52150,545347,488300,75,159350,5164330,,423910,1350,105450,255500,18220,200000,11760,65280,,1560,42650,,25500,26460,17010,220,24170,13696936.8,7544590,12142304,7519090,,,75270,34780,16100,3240,75000,7704,331010,1230862,6327688,8111581.1,6502718,,,1930592,30,4280,22530,5277985,294584,,450,51600,5150,24920,170130,151000,,83410,2359,120,,200,48000,139300,16100,17080,16700,7767946.1,14613952.4,,,31400,70,58640,25158532.3,18840,36411459.4,3151709,8101218.1,11252927.1,1803750,533660,644860,86900,43050,458,5135,148830,4720,47140,10370,2126705,269920,340,18930,,1500,107700,19460,15588488,5590616,7267329.3,7199472.3,,16420,7934673.1,6383,23140,26150,153850,69,26043,34656703.1,5430126.1,,10248879,,1280,,12620,408430,49800,71030,110,397910,100,130,,396610,980,,1065700,225,2142603,3907471,2138933,,,29226577,25220,,1136818,,300410,488500,110820,388200,4,42180,19494,,2366,118900,52370,384720,718000,4790724,30,10400,12760376,14720,,817427,8416,360450,50,22326,10200,196400,229060,114700,163270,38170,11531082,8441367.3,2100,646,,141300,2159800,18158.8,430,10,500,1737090,86870,,,,40,37727.3,8,,19340,4920,851499.3,830,443770,976080,2707770,2707770,,,290710,23100,80.3,111,,100,10343436.1,10343476.1,,10343476.1,,1344970,775,12240,31840,15532,139050,,46500,351600,195550,3850,34550,300,550,98300,412100,350500,10,17,132620,413540,5590,170510,4115210,18977698,148290,268400,1810,215900,97956,60,3670,49270655.5,235570,,228970,160000,,,,,
2005,379100,10770,412110,50,218,575900,90,5457617,1377975,16050,20,4451490,28568,47586,130,87,93110,160,89490,13830,1520,35200,4,5930,369620,21570,258415,2724326,70,110,52650,109700,18190,53560,92130,675690,750,25167,27,52150,545879,495300,76,158850,5174330,,425570,1330,105470,255500,18050,202000,12110,66370,,1670,42600,,26000,27070,17010,220,24170,13556122,7543577,12189465.6,7517577,,,75000,35230,15650,3240,75220,8819,335910,1234589,6317686,8101275.1,6488856,,,1930229,30,4280,22738,5311190,293904,,450,51600,5270,25200,170310,151000,,83550,2359,70,,200,45620,141210,16100,16780,16700,7854509.2,14698570.7,,,31500,70,58630,25025471,18820,36369615.2,3157553,8186591.2,11344144.2,1801260,518460,476310,93900,43020,461.1,5145,147360,4670,46920,10130,2122860,270020,340,18810,,1500,107450,19850,15596864,5603243,7313855,7244998,,17340,8018386.2,6530,23270,26150,153850,69,28370,34586288.2,5505279.2,,10254188,,1290,,12280,408930,51800,71426,90,403920,93,130,,396610,960,,1065700,225,1980348,3745255,1976710,,,29081009,24990,,1134494,,299890,492500,112630,388200,4,42020,19377,,2301,117120,53060,429650,727000,4793534,30,10360,12808011,14650,,819036,8486,359650,50,22300,10300,199400,232360,113550,159060,38210,11583637.6,8535530.2,2010,642,,141800,2156800,17829,420,10,490,1737170,87760,,,,40,38120.2,7.6,,19410,5090,852689,890,443770,974830,2706260,2706260,,,291640,25100,50,109,,100,10435174.2,10435214.2,,10435214.2,,1352200,728,12240,32160,15500,138280,,46720,353600,196100,3850,32500,300,540,98240,412230,348800,10,17,132620,413040,5620,169560,4117840,18826821,148320,267400,1830,215950,100541,60,3638,49284858.9,235230,,227620,161000,,,,,
2006,379100,11200,411810,50,217.8,575900,90,5460207.5,1411040,17564,20,4349250,28433,47560,130,85.5,92800,160,89580,13800,1520,33350,4,5770,371120,21590,258030,2727840,70,103,51900,107700,17830,53550,92130,659540,760,25159.1,27,52100,544532,494800,84,158000,5141330,,421740,1330,105500,255860,18150,203000,12300,66300,,1570,42540,,26000,27100,17013,220,24170,13589952,7522075,12061811.5,7496075,,,74440,35330,14740,3140,75720,8985,342190,1220838,6343030,8121206.4,6514900,,,1922738,30,4280,23008,5321352,293127,,450,51600,4950,25180,169460,153000,,82720,2359,70,,200,43000,141300,16100,16780,16700,7872165.8,14575192.5,,,31600,60,58090,25038452.1,18810,36421866.9,3175731,8207683.8,11383414.8,1799060,515000,478520,89900,42600,423.6,5088,142030,4670,46710,10180,2118765,270540,340,18580,,1500,107311,20250,15604823,5603709,7345029.1,7276323.1,,18550,8036475.8,6790,23070,26150,153850,68,27907,34606919.8,5512165.8,,10282526,,1290,,12240,408930,52850,71117,80,404660,92,130,,396610,940,,1065700,225,1979530,3743757.5,1975953,,,29094754,24830,,1142480,5150,299460,491500,115970,388200,4,41850,19196,,2246,113750,52000,429890,733000,4751692,30,10350,12646903,14630,,823064.5,8548,361350,50,22244,10400,202350,234120,115800,159570,37640,11428106.5,8546586.3,1949,656,,140390,2154880,18029.5,402,10,490,1736740,84880,35370,,,40,40298.8,7.5,,19390,4910,856771.6,940,441680,968880,2704410,2704410,,,286130,24400,50.1,101,,100,10454165.8,10454205.8,,10454205.8,,1360530,728,12240,31630,15468,138770,,47350,353600,197000,3850,32800,310,540,98060,404930,347000,10,17,134627.5,412840,5436,178380,4092148,18812228,146950,267400,1850,215550,100780,40,3577,49182112.3,236270,,230480,163000,,,,,
